Invoice No.,Vendor Name,Address,Phone No,Mail,Date,Item/Material Name,Quantity,Unit,Unit Price,Tax Amount,Total Price,Payment Terms,Status,Due Date
INV000404,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,08-04-2025,Eggs,54,pieces,15.39,80.23,911.29,Net 60,Rejected,07-06-2025
INV000405,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,07-08-2024,Soda Water,22,liters,4.61,10.7,112.12,Net 60,Approved,06-10-2024
INV000406,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,19-03-2024,Tomatoes,147,kg,19.83,111.09,3026.1,Net 30,Rejected,18-04-2024
INV000407,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,30-05-2024,Chocolate Sauce,142,liters,12.9,197.76,2029.56,Net 45,Approved,14-07-2024
INV000408,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,18-08-2024,Green Peas,113,kg,12.69,124.17,1558.14,Net 15,Approved,02-09-2024
INV000409,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,25-06-2024,Paneer,70,kg,6.81,44.33,521.03,Net 45,Approved,09-08-2024
INV000410,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,07-10-2024,Mint Leaves,79,grams,6.66,60.01,586.15,Net 60,Approved,06-12-2024
INV000411,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,19-05-2024,Yogurt,1,kg,7.16,0.51,7.67,Net 60,Rejected,18-07-2024
INV000412,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,22-08-2024,Lemon,137,pieces,5.98,74.83,894.09,Net 15,Approved,06-09-2024
INV000413,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,11-01-2024,Bread,45,pieces,15.66,25.9,730.6,Net 60,Approved,11-03-2024
INV000414,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,18-02-2025,Ice Cream Base,38,liters,11.21,26.44,452.42,Net 15,Approved,05-03-2025
INV000415,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,08-04-2024,Olive Oil,85,liters,15.25,95.7,1391.95,Net 45,Approved,23-05-2024
INV000416,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,01-08-2024,Olive Oil,51,liters,13.14,54.33,724.47,Net 60,Approved,30-09-2024
INV000417,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,05-02-2024,Chili Powder,78,grams,17.95,87.85,1487.95,Net 60,Approved,05-04-2024
INV000418,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,12-02-2024,Lemon,18,pieces,7.4,11.72,144.92,Net 45,Approved,28-03-2024
INV000419,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,05-03-2025,Milk,133,liters,18.24,257.72,2683.64,Net 30,Rejected,04-04-2025
INV000420,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,14-08-2024,Mutton,98,kg,8.8,96.91,959.31,Net 60,Approved,13-10-2024
INV000421,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,08-04-2024,Soft Drink Syrup,91,liters,6.01,45.53,592.44,Net 60,Approved,07-06-2024
INV000422,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,10-05-2025,Potatoes,95,kg,2.41,24.3,253.25,Net 45,Approved,24-06-2025
INV000423,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,16-01-2025,Soft Drink Syrup,100,liters,15.2,167.23,1687.23,Net 15,Approved,31-01-2025
INV000424,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,20-03-2024,Cooking Oil,136,liters,20.57,145.07,2942.59,Net 45,Approved,04-05-2024
INV000425,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,10-01-2024,Soft Drink Syrup,98,liters,5.85,26.81,600.11,Net 45,Approved,24-02-2024
INV000426,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,21-03-2025,Lemon,33,pieces,20.85,36.8,724.85,Net 60,Approved,20-05-2025
INV000427,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,08-08-2024,Olive Oil,136,liters,19.4,279.85,2918.25,Net 30,Approved,07-09-2024
INV000428,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,30-12-2024,Bacon,33,kg,2.71,7.53,96.96,Net 30,Approved,29-01-2025
INV000429,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,06-01-2025,Milk,96,liters,13.55,119.51,1420.31,Net 45,Approved,20-02-2025
INV000430,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,08-12-2024,Ice Cream Base,116,liters,18.72,89.96,2261.48,Net 30,Approved,07-01-2025
INV000431,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,21-09-2024,Spinach,124,kg,4.77,46.78,638.26,Net 15,Approved,06-10-2024
INV000432,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,23-05-2024,Turmeric,13,grams,22.06,32.88,319.66,Net 15,Approved,07-06-2024
INV000433,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,09-02-2024,Mutton,74,kg,1.3,4.9,101.1,Net 60,Approved,09-04-2024
INV000434,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,15-07-2024,Olive Oil,112,liters,6.94,18.34,795.62,Net 15,Rejected,30-07-2024
INV000435,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,06-01-2025,Salt,55,kg,17.96,96.02,1083.82,Net 45,Rejected,20-02-2025
INV000436,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,29-03-2024,Flour,94,kg,3.65,9.67,352.77,Net 15,Approved,13-04-2024
INV000437,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,20-02-2024,Cumin,33,grams,11.86,14.42,405.8,Net 60,Approved,20-04-2024
INV000438,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,07-11-2024,Prawns,18,kg,19.63,33.76,387.1,Net 15,Approved,22-11-2024
INV000119,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,06-08-2024,Wheat,144,kg,12.24,121.17,1883.73,Net 30,Approved,05-09-2024
INV000440,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,27-02-2024,Olive Oil,19,liters,23.93,10.11,464.78,Net 60,Rejected,27-04-2024
INV000441,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,24-03-2025,Pasta,21,kg,11.99,22.03,273.82,Net 30,Rejected,23-04-2025
INV000442,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,03-05-2025,Paneer,16,kg,16.83,14.44,283.72,Net 30,Pending,02-06-2025
INV000443,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,11-02-2024,Milk,69,liters,8.57,20.92,612.25,Net 45,Approved,27-03-2024
INV000444,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,27-04-2024,Milk,68,liters,22.23,84.83,1596.47,Net 60,Approved,26-06-2024
INV000445,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,25-04-2024,Soda Water,12,liters,11.89,7.86,150.54,Net 60,Approved,24-06-2024
INV000446,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,13-03-2025,Cooking Oil,25,liters,9.11,19.27,247.02,Net 45,Rejected,27-04-2025
INV000447,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,23-08-2024,Lettuce,96,kg,8.59,94.68,919.32,Net 45,Rejected,07-10-2024
INV000448,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,07-03-2024,Eggs,25,pieces,8.37,14.63,223.88,Net 30,Approved,06-04-2024
INV000449,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,11-07-2024,Flour,133,kg,23.59,301.64,3439.11,Net 45,Approved,25-08-2024
INV000450,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,02-04-2024,Cooking Oil,5,liters,20.2,10.72,111.72,Net 60,Approved,01-06-2024
INV000451,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,09-03-2025,Wheat,145,kg,4.98,28.49,750.59,Net 30,Approved,08-04-2025
INV000452,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,19-11-2024,Soda Water,22,liters,10.48,20.07,250.63,Net 15,Approved,04-12-2024
INV000453,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,15-04-2025,Carrots,8,kg,11.05,8.89,97.29,Net 15,Pending,30-04-2025
INV000454,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,08-04-2025,Coriander,13,grams,24.7,32.6,353.7,Net 15,Pending,23-04-2025
INV000455,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,25-04-2025,Bread,148,pieces,13.28,233.88,2199.32,Net 30,Approved,25-05-2025
INV000456,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,24-06-2024,Milk,95,liters,14.05,144.44,1479.19,Net 30,Approved,24-07-2024
INV000457,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,09-02-2025,Mint Leaves,108,grams,7.45,93.56,898.16,Net 45,Approved,26-03-2025
INV000458,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,22-10-2024,Wheat,10,kg,10.61,11.58,117.68,Net 60,Approved,21-12-2024
INV000459,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,15-12-2024,Paneer,32,kg,21.73,79.6,774.96,Net 15,Approved,30-12-2024
INV000460,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,09-12-2024,Cheese,141,kg,11.77,99.37,1758.94,Net 45,Approved,23-01-2025
INV000461,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,18-08-2024,Mutton,115,kg,9.9,32.02,1170.52,Net 60,Approved,17-10-2024
INV000462,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,02-04-2025,Flour,143,kg,24.8,409.38,3955.78,Net 30,Rejected,02-05-2025
INV000463,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,29-11-2024,Garlic,98,kg,13.75,81.27,1428.77,Net 45,Approved,13-01-2025
INV000464,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,25-08-2024,Mint Leaves,63,grams,5.41,37.28,378.11,Net 60,Approved,24-10-2024
INV000465,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,17-03-2025,Black Pepper,41,grams,6.62,8.27,279.69,Net 60,Approved,16-05-2025
INV000466,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,27-04-2025,Lemon,71,pieces,22.19,132.59,1708.08,Net 60,Pending,26-06-2025
INV000467,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,16-02-2024,Turmeric,16,grams,6.72,7.32,114.84,Net 30,Approved,17-03-2024
INV000468,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,18-04-2025,Potatoes,121,kg,6.1,19.83,757.93,Net 60,Rejected,17-06-2025
INV000469,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,18-03-2024,Rice,55,kg,10.99,53.08,657.53,Net 15,Approved,02-04-2024
INV000470,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,10-06-2024,Chocolate Sauce,46,liters,15.57,23.87,740.09,Net 60,Approved,09-08-2024
INV000471,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,30-04-2025,Garlic,69,kg,7.36,52.44,560.28,Net 45,Approved,14-06-2025
INV000472,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,12-06-2024,Paneer,127,kg,16.78,174.32,2305.38,Net 15,Approved,27-06-2024
INV000473,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,24-07-2024,Chocolate Sauce,22,liters,6.47,5.74,148.08,Net 45,Approved,07-09-2024
INV000474,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,27-05-2025,Cumin,43,grams,8.95,12.7,397.55,Net 15,Approved,11-06-2025
INV000475,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,04-03-2024,Milk,100,liters,15.27,138.41,1665.41,Net 30,Approved,03-04-2024
INV000476,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,01-05-2024,Wheat,148,kg,12.1,107.18,1897.98,Net 30,Approved,31-05-2024
INV000477,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,05-07-2024,Banana,19,kg,13.3,15.85,268.55,Net 15,Approved,20-07-2024
INV000478,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,15-05-2024,Lemon,82,pieces,20.85,71.6,1781.3,Net 15,Approved,30-05-2024
INV000479,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,04-03-2025,Black Pepper,72,grams,16.62,135.5,1332.14,Net 60,Rejected,03-05-2025
INV000480,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,28-02-2024,Chili Powder,149,grams,15.02,219.18,2457.16,Net 60,Rejected,28-04-2024
INV000481,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,01-05-2024,Cooking Oil,129,liters,15.68,73.64,2096.36,Net 45,Approved,15-06-2024
INV000482,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,03-01-2024,Salt,100,kg,16.91,38.29,1729.29,Net 45,Approved,17-02-2024
INV000483,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,13-11-2024,Bread,134,pieces,14.61,224.55,2182.29,Net 45,Approved,28-12-2024
INV000484,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,15-12-2024,Eggs,128,pieces,7.38,26.92,971.56,Net 60,Approved,13-02-2025
INV000485,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,06-04-2025,Milk,42,liters,7.91,23.96,356.18,Net 15,Approved,21-04-2025
INV000486,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,30-12-2024,Ice Cream Base,122,liters,10.32,57.14,1316.18,Net 60,Approved,28-02-2025
INV000487,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,14-08-2024,Soft Drink Syrup,75,liters,24.86,157.95,2022.45,Net 60,Approved,13-10-2024
INV000488,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,26-01-2024,Fish Fillet,61,kg,12.85,31.43,815.28,Net 15,Approved,10-02-2024
INV000489,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,28-06-2024,Chocolate Sauce,91,liters,15.48,116.99,1525.67,Net 15,Approved,13-07-2024
INV000490,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,11-08-2024,Onions,88,kg,18.2,98.17,1699.77,Net 15,Approved,26-08-2024
INV000491,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,07-08-2024,Green Peas,42,kg,15,73.98,703.98,Net 45,Approved,21-09-2024
INV000492,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,18-12-2024,Turmeric,66,grams,16.14,81.75,1146.99,Net 60,Approved,16-02-2025
INV000493,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,25-02-2024,Cream,147,liters,24.99,416.02,4089.55,Net 30,Approved,26-03-2024
INV000494,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,30-06-2024,Spinach,26,kg,19.15,50.18,548.08,Net 30,Approved,30-07-2024
INV000495,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,24-07-2024,Coriander,149,grams,21.21,196.4,3356.69,Net 60,Approved,22-09-2024
INV000496,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,30-04-2025,Prawns,5,kg,3.4,0.35,17.35,Net 30,Rejected,30-05-2025
INV000497,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,03-04-2025,Bacon,17,kg,7.49,10.06,137.39,Net 45,Approved,18-05-2025
INV000498,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,28-05-2025,Eggs,131,pieces,16.53,250.81,2416.24,Net 45,Approved,12-07-2025
INV000499,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,02-06-2024,Yogurt,66,kg,14.91,20.25,1004.31,Net 15,Approved,17-06-2024
INV000500,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,26-11-2024,Yogurt,67,kg,7.71,50.97,567.54,Net 45,Approved,10-01-2025
INV000501,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,30-03-2024,Chocolate Sauce,7,liters,17.33,10.64,131.95,Net 15,Approved,14-04-2024
INV000502,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,26-02-2025,Milk,88,liters,7.01,73.3,690.18,Net 60,Approved,27-04-2025
INV000503,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,23-06-2024,Paneer,32,kg,22.66,36.93,762.05,Net 30,Approved,23-07-2024
INV000504,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,18-05-2025,Soft Drink Syrup,117,liters,21.2,173.36,2653.76,Net 15,Rejected,02-06-2025
INV000505,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,25-04-2024,Garlic,73,kg,3.62,23.96,288.22,Net 45,Approved,09-06-2024
INV000506,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,25-07-2024,Chili Powder,97,grams,22.63,49.71,2244.82,Net 60,Approved,23-09-2024
INV000507,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,20-04-2024,Coriander,68,grams,24.24,169.01,1817.33,Net 15,Approved,05-05-2024
INV000508,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,25-02-2024,Bell Pepper,47,kg,7.22,38.37,377.71,Net 60,Approved,25-04-2024
INV000509,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,16-02-2024,Salt,100,kg,5.44,30.97,574.97,Net 60,Rejected,16-04-2024
INV000510,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,08-05-2024,Bell Pepper,81,kg,5.21,23.42,445.43,Net 60,Rejected,07-07-2024
INV000511,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,26-08-2024,Spinach,68,kg,4.7,23.11,342.71,Net 45,Approved,10-10-2024
INV000512,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,07-04-2025,Mutton,40,kg,23.69,69.84,1017.44,Net 45,Approved,22-05-2025
INV000292,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,02-11-2024,Bell Pepper,74,kg,1.5,7.6,118.6,Net 60,Rejected,01-01-2025
INV000514,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,28-07-2024,Onions,108,kg,23.34,78.01,2598.73,Net 60,Approved,26-09-2024
INV000515,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,23-03-2025,Chicken Breast,144,kg,21.01,180.79,3206.23,Net 45,Approved,07-05-2025
INV000516,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,01-02-2024,Pasta,24,kg,9.23,4.92,226.44,Net 45,Rejected,17-03-2024
INV000517,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,16-05-2024,Onions,142,kg,23.39,391.53,3712.91,Net 15,Rejected,31-05-2024
INV000518,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,31-12-2024,Coriander,14,grams,12.96,6.74,188.18,Net 45,Approved,14-02-2025
INV000519,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,07-02-2025,Cream,58,liters,24.3,76.62,1486.02,Net 45,Approved,24-03-2025
INV000520,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,21-05-2025,Onions,144,kg,5.61,86.38,894.22,Net 45,Approved,05-07-2025
INV000371,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,16-08-2024,Carrots,116,kg,22.07,199.63,2759.75,Net 60,Approved,15-10-2024
INV000522,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,04-08-2024,Tomatoes,61,kg,1.04,4.92,68.36,Net 45,Approved,18-09-2024
INV000523,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,20-05-2024,Eggs,25,pieces,18.05,13.31,464.56,Net 30,Approved,19-06-2024
INV000524,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,30-03-2025,Garlic,93,kg,14.82,154.92,1533.18,Net 45,Rejected,14-05-2025
INV000525,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,04-12-2024,Ice Cream Base,145,liters,4.14,42.3,642.6,Net 60,Approved,02-02-2025
INV000526,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,08-05-2025,Butter,110,kg,24.91,64,2804.1,Net 15,Approved,23-05-2025
INV000527,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,16-01-2025,Black Pepper,32,grams,12.7,14.24,420.64,Net 30,Approved,15-02-2025
INV000528,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,11-03-2024,Cooking Oil,138,liters,22.26,220.2,3292.08,Net 45,Approved,25-04-2024
INV000529,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,31-12-2024,Mushrooms,14,kg,16.01,11.94,236.08,Net 45,Approved,14-02-2025
INV000530,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,27-09-2024,Cream,95,liters,18.53,123.72,1884.07,Net 15,Approved,12-10-2024
INV000531,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,13-11-2024,Turmeric,50,grams,15.07,60.55,814.05,Net 30,Approved,13-12-2024
INV000532,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,15-09-2024,Mint Leaves,117,grams,11.23,41.42,1355.33,Net 60,Approved,14-11-2024
INV000533,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,06-09-2024,Eggs,128,pieces,22.31,275.96,3131.64,Net 30,Approved,06-10-2024
INV000534,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,22-03-2024,Coriander,104,grams,11.1,89.53,1243.93,Net 30,Approved,21-04-2024
INV000535,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,04-05-2024,Prawns,65,kg,5.1,6.73,338.23,Net 60,Approved,03-07-2024
INV000536,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,13-09-2024,Bell Pepper,45,kg,1.56,8.02,78.22,Net 45,Approved,28-10-2024
INV000537,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,15-11-2024,Onions,105,kg,7.54,87.37,879.07,Net 30,Approved,15-12-2024
INV000538,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,19-01-2025,Lemon,70,pieces,7.41,42.07,560.77,Net 30,Approved,18-02-2025
